,Case ID,K means cluster
3603,ECLI-NL-RBLIM-2016-8984,Transport
3604,ECLI-NL-GHAMS-2014-6151,Transport
3605,ECLI-NL-RBOBR-2014-2348,Possession
3606,ECLI-NL-RBASS-2012-BW9387,42
3607,ECLI-NL-GHARN-2012-BW1779,42
3608,ECLI-NL-RVS-2010-BO5701,30
3609,ECLI-NL-GHSHE-2010-BM9483,42
3610,ECLI-NL-RBGRO-2008-BC5074,14
3611,ECLI-NL-RBUTR-2007-BC0980,Transport
3612,ECLI-NL-RBDHA-2021-11447,64
3613,ECLI-NL-RBOVE-2021-2825,42
3614,ECLI-NL-RBMNE-2021-1720,42
3615,ECLI-NL-GHSHE-2019-4306,54
3616,ECLI-NL-RBLIM-2019-2426,11
3617,ECLI-NL-RBROT-2018-3044,Transport
3618,ECLI-NL-PHR-2018-189,42
3619,ECLI-NL-RBDHA-2016-11709,42
3620,ECLI-NL-PHR-2016-82,42
3621,ECLI-NL-PHR-2015-1465,42
3622,ECLI-NL-RBOBR-2015-2084,11
3623,ECLI-NL-RBNNE-2015-1489,20
3624,ECLI-NL-RBNNE-2013-2414,42
3625,ECLI-NL-GHSHE-2012-BY3791,13
3626,ECLI-NL-RBARN-2010-BM4209,Transport
3627,ECLI-NL-GHSHE-2009-BJ9371,Possession
3628,ECLI-NL-PHR-2008-BG2180,27
3629,ECLI-NL-PHR-2008-BD3902,42
3630,ECLI-NL-RBUTR-2007-BB8317,Transport
3631,ECLI-NL-PHR-2007-BB6361,42
3632,ECLI-NL-RBALK-2005-AT1707,45
3633,ECLI-NL-RBROT-2020-2835,33
3634,ECLI-NL-PHR-2012-BX7184,Money laundering
3635,ECLI-NL-RBZWB-2020-2526,Production
3636,ECLI-NL-RBAMS-2019-7799,Selling
3637,ECLI-NL-GHSHE-2019-4873,Production
3638,ECLI-NL-RBNNE-2014-5620,6
3639,ECLI-NL-RBNNE-2014-5621,6
3640,ECLI-NL-RBMNE-2014-4794,Possession
3641,ECLI-NL-RBSGR-2011-BU4721,42
3642,ECLI-NL-RBARN-2011-BQ8690,58
3643,ECLI-NL-RBBRE-2002-AD9165,Selling
3644,ECLI-NL-RBZWB-2020-1306,Production
3645,ECLI-NL-RBAMS-2021-3642,69
3646,ECLI-NL-RBMNE-2020-154,Transport
3647,ECLI-NL-PHR-2017-137,Selling
3648,ECLI-NL-RBONE-2013-BZ0559,Transport
3649,ECLI-NL-RBGRO-2011-BU1998,56
3650,ECLI-NL-RBZUT-2008-BC9849,49
3651,ECLI-NL-HR-2002-AD7801,42
3652,ECLI-NL-HR-2021-853,Selling
3653,ECLI-NL-GHARL-2021-3679,65
3654,ECLI-NL-RBZWB-2021-382,Possession
3655,ECLI-NL-GHARL-2020-6068,27
3656,ECLI-NL-RBDHA-2020-6039,33
3657,ECLI-NL-RBAMS-2020-2117,Selling
3658,ECLI-NL-GHDHA-2020-699,65
3659,ECLI-NL-RBROT-2020-1416,33
3660,ECLI-NL-RBAMS-2019-8781,42
3661,ECLI-NL-RBROT-2019-8329,35
3662,ECLI-NL-GHAMS-2019-3386,65
3663,ECLI-NL-RBNHO-2019-7085,42
3664,ECLI-NL-RBDHA-2019-4202,50
3665,ECLI-NL-RBMNE-2018-6907,9
3666,ECLI-NL-OGHACMB-2018-313,19
3667,ECLI-NL-OGHACMB-2018-314,19
3668,ECLI-NL-GHAMS-2018-4399,49
3669,ECLI-NL-RBAMS-2017-4366,21
3670,ECLI-NL-HR-2016-3382,42
3671,ECLI-NL-GHAMS-2016-5530,21
3672,ECLI-NL-GHAMS-2016-3096,21
3673,ECLI-NL-RVS-2016-1097,2
3674,ECLI-NL-RVS-2014-4476,67
3675,ECLI-NL-RBNHO-2014-308,Possession
3676,ECLI-NL-RBZLY-2012-2171,21
3677,ECLI-NL-RBASS-2012-BW9107,42
3678,ECLI-NL-RBAMS-2012-BV8675,40
3679,ECLI-NL-RBZUT-2011-BU8769,42
3680,ECLI-NL-RVS-2010-BO6619,3
3681,ECLI-NL-PHR-2010-BL6738,42
3682,ECLI-NL-RBMAA-2008-BH1206,42
3683,ECLI-NL-RBGRO-2008-BF0514,42
3684,ECLI-NL-GHARN-2008-BH1403,21
3685,ECLI-NL-RBZLY-2008-BD6212,42
3686,ECLI-NL-RBHAA-2007-BB9142,67
3687,ECLI-NL-PHR-2004-AP2124,Selling
3688,ECLI-NL-RBAMS-2004-AO1959,64
3689,ECLI-NL-GHSHE-2003-AF7616,Selling
3690,ECLI-NL-GHSHE-2002-AE9472,42
3691,ECLI-NL-RBHAA-2001-AD5792,Possession
3692,ECLI-NL-GHSGR-2001-AE0340,19
3693,ECLI-NL-HR-1998-AA2424,Money laundering
3694,ECLI-NL-RBGEL-2015-2830,Selling
3695,ECLI-NL-RBOBR-2021-6302,Transport
3696,ECLI-NL-RBLIM-2021-8794,Selling
3697,ECLI-NL-RBROT-2021-9096,42
3698,ECLI-NL-RBAMS-2021-4089,Transport
3699,ECLI-NL-RBROT-2021-6108,42
3700,ECLI-NL-RBMNE-2020-4241,50
3701,ECLI-NL-RBZWB-2020-4227,Possession
3702,ECLI-NL-RBROT-2020-6181,24
3703,ECLI-NL-GHARL-2020-4176,47
3704,ECLI-NL-RBNNE-2020-1281,9
3705,ECLI-NL-CRVB-2020-641,0
3706,ECLI-NL-RBOBR-2019-5937,Production
3707,ECLI-NL-RBAMS-2019-6228,40
3708,ECLI-NL-RBROT-2019-6926,42
3709,ECLI-NL-RBROT-2019-6162,3
3710,ECLI-NL-RVS-2019-1310,50
3711,ECLI-NL-GHAMS-2019-923,14
3712,ECLI-NL-RVS-2019-395,30
3713,ECLI-NL-PHR-2018-1477,Selling
3714,ECLI-NL-RBOVE-2018-3395,Production
3715,ECLI-NL-RBOBR-2017-5629,Production
3716,ECLI-NL-RBROT-2017-9499,Selling
3717,ECLI-NL-RBNNE-2017-4310,42
3718,ECLI-NL-RBAMS-2017-6279,Transport
3719,ECLI-NL-GHSHE-2017-3391,24
3720,ECLI-NL-RBOBR-2017-2917,3
3721,ECLI-NL-RBNNE-2017-1034,69
3722,ECLI-NL-RVS-2017-634,2
3723,ECLI-NL-RBAMS-2016-4597,40
3724,ECLI-NL-RBOBR-2016-3274,11
3725,ECLI-NL-RVS-2016-951,Selling
3726,ECLI-NL-RBZWB-2016-852,3
3727,ECLI-NL-RBNNE-2016-2503,Possession
3728,ECLI-NL-GHSHE-2015-4351,63
3729,ECLI-NL-RBNNE-2015-4246,50
3730,ECLI-NL-PHR-2015-98,42
3731,ECLI-NL-RBOBR-2014-6089,35
3732,ECLI-NL-RBAMS-2014-7083,60
3733,ECLI-NL-RBOBR-2013-7095,35
3734,ECLI-NL-RBOBR-2013-6023,30
3735,ECLI-NL-GHAMS-2013-3188,42
3736,ECLI-NL-RBSGR-2012-BZ1328,42
3737,ECLI-NL-RVS-2012-BY5106,2
3738,ECLI-NL-RBMAA-2012-BY2864,30
3739,ECLI-NL-RBUTR-2012-BW9481,Selling
3740,ECLI-NL-RVS-2011-BT7440,Selling
3741,ECLI-NL-RBUTR-2011-BR2804,42
3742,ECLI-NL-RBZLY-2011-BR2000,Selling
3743,ECLI-NL-HR-2010-BK5593,Transport
3744,ECLI-NL-RBZLY-2009-BK8152,42
3745,ECLI-NL-RBUTR-2009-BI1945,42
3746,ECLI-NL-RBUTR-2009-BH5882,3
3747,ECLI-NL-RBUTR-2008-BD9485,42
3748,ECLI-NL-RBUTR-2008-BE9151,42
3749,ECLI-NL-RBDOR-2007-BB6524,Transport
3750,ECLI-NL-RBZUT-2007-BB0498,58
3751,ECLI-NL-RBHAA-2007-AZ9749,42
3752,ECLI-NL-RBHAA-2003-AN7663,Production
3753,ECLI-NL-RBNHO-2021-4100,Possession
3754,ECLI-NL-HR-2020-660,46
3755,ECLI-NL-RBNHO-2020-2181,42
3756,ECLI-NL-RBOBR-2019-2981,Production
3757,ECLI-NL-RBOBR-2019-2982,Production
3758,ECLI-NL-HR-2018-160,Transport
3759,ECLI-NL-PHR-2017-1511,Transport
3760,ECLI-NL-RBMNE-2017-3493,14
3761,ECLI-NL-RBROT-2012-BX5208,52
3762,ECLI-NL-RBALM-2011-BU7461,49
3763,ECLI-NL-GHARN-2011-BQ0869,35
3764,ECLI-NL-RBAMS-2010-BO8429,42
3765,ECLI-NL-GHLEE-2010-BM1293,Transport
3766,ECLI-NL-RBAMS-2010-BL6795,42
3767,ECLI-NL-GHSHE-2009-BG9610,42
3768,ECLI-NL-RBHAA-2008-BC9431,Transport
3769,ECLI-NL-GHLEE-2008-BC8749,49
3770,ECLI-NL-RBHAA-2008-BD4193,42
3771,ECLI-NL-GHSHE-2007-BD6443,42
3772,ECLI-NL-HR-2006-AX2032,Transport
3773,ECLI-NL-PHR-2006-AX2032,Possession
3774,ECLI-NL-HR-2006-AV0613,42
3775,ECLI-NL-RBNHO-2021-11494,Transport
3776,ECLI-NL-RBOVE-2021-3888,54
3777,ECLI-NL-RBROT-2021-7935,Selling
3778,ECLI-NL-RBGEL-2021-3266,3
3779,ECLI-NL-GHARL-2021-5420,Possession
3780,ECLI-NL-RBROT-2021-4928,50
3781,ECLI-NL-RBZWB-2021-1626,Selling
3782,ECLI-NL-RBNNE-2021-709,50
3783,ECLI-NL-RBROT-2020-5806,69
3784,ECLI-NL-RBROT-2020-5807,69
3785,ECLI-NL-RBROT-2020-5081,42
3786,ECLI-NL-RBGEL-2020-31,50
3787,ECLI-NL-RVS-2019-2167,50
3788,ECLI-NL-GHSHE-2019-1696,21
3789,ECLI-NL-OGEAC-2019-159,19
3790,ECLI-NL-GHAMS-2018-4050,27
3791,ECLI-NL-RBLIM-2018-6595,Production
3792,ECLI-NL-RBGEL-2018-129,Selling
3793,ECLI-NL-RVS-2017-3481,50
3794,ECLI-NL-RBROT-2017-9972,42
3795,ECLI-NL-RBLIM-2017-9670,Transport
3796,ECLI-NL-RBZWB-2016-3682,50
3797,ECLI-NL-RBAMS-2016-2382,40
3798,ECLI-NL-RBGEL-2016-1610,4
3799,ECLI-NL-GHSHE-2016-1544,Production
3800,ECLI-NL-RBROT-2015-10120,21
3801,ECLI-NL-RBGEL-2015-1759,0
3802,ECLI-NL-RBROT-2014-10193,42
3803,ECLI-NL-RBAMS-2012-6840,51
3804,ECLI-NL-RBAMS-2012-8987,51
3805,ECLI-NL-RBAMS-2011-BT6563,Selling
3806,ECLI-NL-RBUTR-2011-BR2806,42
3807,ECLI-NL-RBMID-2008-BF0396,60
3808,ECLI-NL-PHR-2008-BD1715,Production
3809,ECLI-NL-HR-2006-AU9377,52
3810,ECLI-NL-RBMID-2000-AA8438,42
3811,ECLI-NL-RBGRO-1999-AA3499,67
3812,ECLI-NL-RBOVE-2021-2992,37
3813,ECLI-NL-RBROT-2021-5609,42
3814,ECLI-NL-RBROT-2020-11884,42
3815,ECLI-NL-RBROT-2020-11052,5
3816,ECLI-NL-RBGEL-2020-5655,9
3817,ECLI-NL-RBOVE-2020-4647,Production
3818,ECLI-NL-RBMNE-2020-983,54
3819,ECLI-NL-RBZWB-2020-546,38
3820,ECLI-NL-RBAMS-2019-10045,Selling
3821,ECLI-NL-GHAMS-2019-1152,54
3822,ECLI-NL-RBAMS-2017-8584,42
3823,ECLI-NL-RBMNE-2017-2355,14
3824,ECLI-NL-PHR-2014-1819,46
3825,ECLI-NL-RBGEL-2014-1071,Transport
3826,ECLI-NL-RBDOR-2009-BI9964,13
3827,ECLI-NL-RBBRE-2008-BC4490,Production
3828,ECLI-NL-RVS-2021-2243,Selling
3829,ECLI-NL-RBMNE-2020-4124,42
3830,ECLI-NL-RBNNE-2019-1833,Production
3831,ECLI-NL-RBZWB-2018-6175,19
3832,ECLI-NL-RBNHO-2017-4203,14
3833,ECLI-NL-RBGEL-2016-2522,42
3834,ECLI-NL-RBMNE-2016-550,42
3835,ECLI-NL-PHR-2015-2651,42
3836,ECLI-NL-RBOBR-2015-2494,Production
3837,ECLI-NL-RBOVE-2014-6694,52
3838,ECLI-NL-RBNNE-2014-6188,Selling
3839,ECLI-NL-RBLIM-2014-3184,Selling
3840,ECLI-NL-RBAMS-2012-BZ0999,52
3841,ECLI-NL-RBUTR-2012-7099,42
3842,ECLI-NL-RBLEE-2011-BQ7592,56
3843,ECLI-NL-RBASS-2009-BJ6345,49
3844,ECLI-NL-GHSHE-2000-AA7853,42
3845,ECLI-NL-RBMNE-2020-2092,42
3846,ECLI-NL-RBNNE-2013-BZ8060,56
3847,ECLI-NL-GHSHE-2021-1262,52
3848,ECLI-NL-GHARL-2020-10092,Selling
3849,ECLI-NL-RBGEL-2020-4995,4
3850,ECLI-NL-RBOVE-2019-161,Selling
3851,ECLI-NL-RBNNE-2018-478,6
3852,ECLI-NL-RBARN-2011-BP6993,6
3853,ECLI-NL-RBSGR-2010-BL4279,6
3854,ECLI-NL-RBAMS-2020-4519,Transport
3855,ECLI-NL-RBZWB-2020-2528,Production
3856,ECLI-NL-RBOBR-2018-1246,Selling
3857,ECLI-NL-RBLIM-2017-11099,Selling
3858,ECLI-NL-RBMNE-2017-1145,Selling
3859,ECLI-NL-GHAMS-2014-2840,60
3860,ECLI-NL-RBNHO-2014-8607,42
3861,ECLI-NL-GHAMS-2019-4266,42
3862,ECLI-NL-RBAMS-2019-2554,42
3863,ECLI-NL-RBASS-2011-BP8540,24
3864,ECLI-NL-RVS-2003-AF8002,60
3865,ECLI-NL-RBLIM-2020-6513,52
3866,ECLI-NL-RBLIM-2019-9019,52
3867,ECLI-NL-RBLIM-2019-9018,52
3868,ECLI-NL-RBALK-2011-BR1616,Transport
3869,ECLI-NL-RBGEL-2021-2165,Production
3870,ECLI-NL-RBOVE-2021-1983,Possession
3871,ECLI-NL-RBGEL-2020-3266,Transport
3872,ECLI-NL-RBAMS-2013-BZ5818,54
3873,ECLI-NL-RBGEL-2021-2099,Production
3874,ECLI-NL-RBHAA-2011-BU8998,Possession
3875,ECLI-NL-RBMNE-2021-3823,Selling
3876,ECLI-NL-OGEAA-2021-324,Transport
3877,ECLI-NL-PHR-2020-1042,42
3878,ECLI-NL-RBNNE-2018-3451,49
3879,ECLI-NL-PHR-2016-306,42
3880,ECLI-NL-RBALK-2008-BC4094,Transport
3881,ECLI-NL-RBOVE-2021-3214,42
3882,ECLI-NL-RBROT-2021-7768,23
3883,ECLI-NL-OGEAA-2021-497,Transport
3884,ECLI-NL-HR-2020-1973,47
3885,ECLI-NL-GHARL-2020-8581,65
3886,ECLI-NL-GHAMS-2020-2369,Transport
3887,ECLI-NL-RBMNE-2020-3305,42
3888,ECLI-NL-RBOVE-2020-4644,27
3889,ECLI-NL-RBDHA-2019-12168,3
3890,ECLI-NL-RBOVE-2019-3410,35
3891,ECLI-NL-RBLIM-2019-6177,23
3892,ECLI-NL-RBAMS-2018-5258,42
3893,ECLI-NL-RBDHA-2018-758,13
3894,ECLI-NL-RBAMS-2017-10109,35
3895,ECLI-NL-RBGEL-2016-4896,Transport
3896,ECLI-NL-HR-2016-1200,9
3897,ECLI-NL-GHAMS-2016-829,60
3898,ECLI-NL-RBGEL-2016-513,42
3899,ECLI-NL-GHARL-2015-10198,42
3900,ECLI-NL-RBDHA-2015-13300,50
3901,ECLI-NL-RBOBR-2015-4813,42
3902,ECLI-NL-RBNHO-2015-3249,42
3903,ECLI-NL-RBNHO-2015-6022,42
3904,ECLI-NL-RVS-2013-BZ8693,26
3905,ECLI-NL-GHAMS-2013-461,63
3906,ECLI-NL-GHSGR-2012-BZ3737,24
3907,ECLI-NL-RBAMS-2012-BY6909,Possession
3908,ECLI-NL-RVS-2012-BW6350,67
3909,ECLI-NL-RBZLY-2010-BN1210,Transport
3910,ECLI-NL-RBUTR-2009-BK6617,42
3911,ECLI-NL-GHSGR-2009-BH3874,42
3912,ECLI-NL-RBSGR-2008-BD9819,7
3913,ECLI-NL-PHR-2008-BD1904,46
3914,ECLI-NL-RBBRE-2007-BG6491,Money laundering
3915,ECLI-NL-RBHAA-2007-AZ9747,42
3916,ECLI-NL-RBAMS-2007-AZ8797,40
3917,ECLI-NL-RBAMS-2006-BD2853,40
3918,ECLI-NL-GHARN-2006-AY9774,23
3919,ECLI-NL-RBLEE-2005-AU7387,Production
3920,ECLI-NL-RVS-2005-AU2976,Selling
3921,ECLI-NL-GHAMS-2005-AU0597,42
3922,ECLI-NL-CRVB-2005-AS2262,5
3923,ECLI-NL-HR-2004-AO1498,52
3924,ECLI-NL-RBSGR-2002-AF2609,22
3925,ECLI-NL-RBSGR-2002-AF1803,22
3926,ECLI-NL-GHDHA-2021-859,Money laundering
3927,ECLI-NL-GHARL-2021-1549,56
3928,ECLI-NL-GHSHE-2020-3496,24
3929,ECLI-NL-RBZWB-2020-4065,54
3930,ECLI-NL-RBMNE-2020-2272,51
3931,ECLI-NL-RBLIM-2019-2421,11
3932,ECLI-NL-RBLIM-2019-2424,11
3933,ECLI-NL-RBLIM-2019-2425,11
3934,ECLI-NL-RBNNE-2018-4390,Selling
3935,ECLI-NL-GHSHE-2018-741,Money laundering
3936,ECLI-NL-PHR-2017-961,27
3937,ECLI-NL-RBGEL-2017-521,42
3938,ECLI-NL-GHDHA-2016-1868,21
3939,ECLI-NL-RBOBR-2016-255,11
3940,ECLI-NL-RBGEL-2014-4631,Transport
3941,ECLI-NL-RBLIM-2013-BY9321,69
3942,ECLI-NL-GHARN-2012-BX9389,Transport
3943,ECLI-NL-RBZUT-2011-BU8770,42
3944,ECLI-NL-RBHAA-2008-BF1138,42
3945,ECLI-NL-RBSHE-2007-BA9861,27
3946,ECLI-NL-GHSGR-2011-BU6588,46
3947,ECLI-NL-RBUTR-2007-BB8313,Transport
3948,ECLI-NL-RBZWB-2020-5201,50
3949,ECLI-NL-RBZWB-2020-544,38
3950,ECLI-NL-RBNNE-2019-1831,Production
3951,ECLI-NL-RBAMS-2018-9003,Selling
3952,ECLI-NL-RBOBR-2018-855,Selling
3953,ECLI-NL-RVS-2016-2494,60
3954,ECLI-NL-RBOVE-2016-2787,Possession
3955,ECLI-NL-RVS-2015-2388,30
3956,ECLI-NL-RBONE-2013-BZ3482,42
3957,ECLI-NL-RBARN-2010-BN7080,13
3958,ECLI-NL-RBZUT-2006-AZ5099,42
3959,ECLI-NL-RBDHA-2021-13616,46
3960,ECLI-NL-RBLIM-2020-8098,Selling
3961,ECLI-NL-GHAMS-2020-1874,Selling
3962,ECLI-NL-RVS-2017-1328,26
3963,ECLI-NL-OGEAA-2017-106,Transport
3964,ECLI-NL-RBAMS-2012-BW6166,42
3965,ECLI-NL-CRVB-2011-BP9917,2
3966,ECLI-NL-HR-2010-BN6787,42
3967,ECLI-NL-GHLEE-2009-BH1499,42
3968,ECLI-NL-RVS-2004-AO3981,51
3969,ECLI-NL-HR-2001-AB2204,42
3970,ECLI-NL-PHR-2017-878,46
3971,ECLI-NL-GHAMS-2021-3891,21
3972,ECLI-NL-RBROT-2021-8924,64
3973,ECLI-NL-RBROT-2021-2312,21
3974,ECLI-NL-RVS-2021-160,50
3975,ECLI-NL-RBZWB-2020-5000,3
3976,ECLI-NL-GHAMS-2020-2306,21
3977,ECLI-NL-GHARL-2020-5524,49
3978,ECLI-NL-RBNNE-2020-1678,Selling
3979,ECLI-NL-RBMNE-2020-1363,9
3980,ECLI-NL-RBNNE-2019-5248,42
3981,ECLI-NL-RBNNE-2019-4243,9
3982,ECLI-NL-RBOVE-2019-2676,9
3983,ECLI-NL-RBGEL-2019-2537,Production
3984,ECLI-NL-RBNNE-2019-2824,42
3985,ECLI-NL-RBROT-2019-3992,42
3986,ECLI-NL-RBAMS-2019-3719,42
3987,ECLI-NL-RBNNE-2019-701,69
3988,ECLI-NL-RBAMS-2018-7937,42
3989,ECLI-NL-RBOBR-2018-4810,3
3990,ECLI-NL-PHR-2018-124,Selling
3991,ECLI-NL-OGHACMB-2017-195,Transport
3992,ECLI-NL-RBROT-2017-10346,42
3993,ECLI-NL-RBMNE-2017-3234,42
3994,ECLI-NL-GHSHE-2017-2102,23
3995,ECLI-NL-RBROT-2016-6558,Transport
3996,ECLI-NL-RBNNE-2016-2521,42
3997,ECLI-NL-RBMNE-2016-1003,42
3998,ECLI-NL-RBOBR-2014-5344,35
3999,ECLI-NL-RBARN-2012-BV2251,9
4000,ECLI-NL-RBUTR-2011-BV0187,Possession
4001,ECLI-NL-RBZUT-2011-BU4929,Selling
4002,ECLI-NL-GHSGR-2011-BP2200,52
4003,ECLI-NL-RBUTR-2009-BK5258,1
4004,ECLI-NL-PHR-2008-BD7806,27
4005,ECLI-NL-RBROE-2006-BA0989,Possession
4006,ECLI-NL-GHSHE-2011-BQ2121,Possession
4007,ECLI-NL-RBOBR-2019-261,42
4008,ECLI-NL-GHARN-2009-BK7216,Possession
4009,ECLI-NL-RBHAA-2007-AZ9416,Production
4010,ECLI-NL-RBAMS-2020-4518,Transport
4011,ECLI-NL-RBARN-2010-BO2061,52
4012,ECLI-NL-RBROT-2021-7616,21
4013,ECLI-NL-RBLIM-2021-5497,9
4014,ECLI-NL-GHAMS-2021-1829,42
4015,ECLI-NL-RBZWB-2021-3081,50
4016,ECLI-NL-RBZWB-2021-2324,24
4017,ECLI-NL-RBROT-2021-2695,Selling
4018,ECLI-NL-RBOVE-2021-548,42
4019,ECLI-NL-RBZWB-2021-217,67
4020,ECLI-NL-RBROT-2020-10572,3
4021,ECLI-NL-GHARL-2020-6634,Selling
4022,ECLI-NL-RBLIM-2020-5262,50
4023,ECLI-NL-GHARL-2020-4880,42
4024,ECLI-NL-RBAMS-2020-1974,9
4025,ECLI-NL-RBOBR-2019-3797,64
4026,ECLI-NL-RBNHO-2019-3633,24
4027,ECLI-NL-RBGEL-2018-5436,0
4028,ECLI-NL-RBROT-2018-7851,42
4029,ECLI-NL-RBOVE-2018-2451,20
4030,ECLI-NL-RBROT-2018-4690,Selling
4031,ECLI-NL-RBROT-2018-693,20
4032,ECLI-NL-RBNHO-2017-11252,42
4033,ECLI-NL-RBZWB-2017-3843,42
4034,ECLI-NL-PHR-2017-272,46
4035,ECLI-NL-CRVB-2017-193,42
4036,ECLI-NL-RBNNE-2016-2651,Possession
4037,ECLI-NL-PHR-2015-1476,27
4038,ECLI-NL-RBOBR-2015-2141,35
4039,ECLI-NL-PHR-2015-607,Selling
4040,ECLI-NL-RBNNE-2014-5484,42
4041,ECLI-NL-RBDHA-2014-6067,42
4042,ECLI-NL-PHR-2013-2485,42
4043,ECLI-NL-RBLIM-2013-8555,50
4044,ECLI-NL-RBAMS-2013-3910,21
4045,ECLI-NL-RBZWB-2013-BZ4139,5
4046,ECLI-NL-GHSGR-2012-BY6073,38
4047,ECLI-NL-RBZUT-2012-BW5832,42
4048,ECLI-NL-RVS-2011-BU5411,25
4049,ECLI-NL-RBROE-2011-BR3941,64
4050,ECLI-NL-RBDOR-2010-BN7331,69
4051,ECLI-NL-RBUTR-2010-BM0308,Transport
4052,ECLI-NL-RVS-2009-BJ9521,Selling
4053,ECLI-NL-RBROT-2008-BD6214,Transport
4054,ECLI-NL-RBZUT-2008-BD0906,14
4055,ECLI-NL-RBUTR-2007-BC1749,42
4056,ECLI-NL-GHARN-2007-BA9480,42
4057,ECLI-NL-GHARN-2007-BA8480,37
4058,ECLI-NL-CRVB-2005-AT3066,Selling
4059,ECLI-NL-HR-2004-AO5050,42
4060,ECLI-NL-PHR-2004-AN8586,Possession
4061,ECLI-NL-GHSHE-2002-AF9145,Production
4062,ECLI-NL-RBROE-2001-AB0946,Possession
4063,ECLI-NL-RBZWB-2020-6690,64
4064,ECLI-NL-RBMNE-2019-861,49
4065,ECLI-NL-RBDHA-2018-16233,Transport
4066,ECLI-NL-RBMNE-2016-547,42
4067,ECLI-NL-RBOBR-2014-3476,42
4068,ECLI-NL-RBARN-2011-BU7422,0
4069,ECLI-NL-RBARN-2010-BN1957,58
4070,ECLI-NL-RBZUT-2010-BM6779,Transport
4071,ECLI-NL-RBROT-2009-BI6005,52
4072,ECLI-NL-RBZWB-2017-5972,Selling
4073,ECLI-NL-RBOVE-2020-2038,Selling
4074,ECLI-NL-RBNNE-2020-3428,Transport
4075,ECLI-NL-RBAMS-2020-4514,Selling
4076,ECLI-NL-RBOVE-2020-2494,4
4077,ECLI-NL-RBGEL-2018-5606,Production
4078,ECLI-NL-RVS-2010-BM2647,42
4079,ECLI-NL-PHR-2004-AP1495,19
4080,ECLI-NL-GHDHA-2021-1613,65
4081,ECLI-NL-RBLIM-2021-6764,67
4082,ECLI-NL-RBNHO-2021-1839,24
4083,ECLI-NL-GHAMS-2020-2282,65
4084,ECLI-NL-GHDHA-2020-1384,42
4085,ECLI-NL-RBAMS-2020-4680,9
4086,ECLI-NL-RBROT-2020-5586,42
4087,ECLI-NL-RBDHA-2020-2495,50
4088,ECLI-NL-RBAMS-2020-1317,40
4089,ECLI-NL-RBAMS-2020-6232,Selling
4090,ECLI-NL-RBZWB-2019-5487,42
4091,ECLI-NL-RBAMS-2019-9927,9
4092,ECLI-NL-CRVB-2019-3707,Selling
4093,ECLI-NL-RBAMS-2019-8355,25
4094,ECLI-NL-RBNNE-2019-4292,Possession
4095,ECLI-NL-GHAMS-2019-3167,42
4096,ECLI-NL-RVS-2018-3223,Selling
4097,ECLI-NL-OGEAA-2018-17,Transport
4098,ECLI-NL-RBROT-2017-9460,42
4099,ECLI-NL-RBMNE-2017-5472,42
4100,ECLI-NL-RBROT-2017-6331,13
4101,ECLI-NL-RBOVE-2017-1299,Transport
4102,ECLI-NL-RVS-2016-2394,50
4103,ECLI-NL-RBGEL-2016-1143,Production
4104,ECLI-NL-RBNHO-2015-6073,Transport
4105,ECLI-NL-CRVB-2014-4359,Selling
4106,ECLI-NL-RBROT-2014-2802,21
4107,ECLI-NL-RBOBR-2013-BZ5883,35
4108,ECLI-NL-GHAMS-2011-BR5795,60
4109,ECLI-NL-RBARN-2011-BP1496,Production
4110,ECLI-NL-PHR-2010-BM4092,42
4111,ECLI-NL-RBROT-2010-BL6504,51
4112,ECLI-NL-HR-2009-BH3717,42
4113,ECLI-NL-RBZLY-2008-BD6207,42
4114,ECLI-NL-RBHAA-2008-BC7437,Transport
4115,ECLI-NL-RBUTR-2008-BC2692,35
4116,ECLI-NL-RBSGR-2007-BD0502,25
4117,ECLI-NL-RBASS-2006-AZ2083,16
4118,ECLI-NL-PHR-2005-AT6061,Transport
4119,ECLI-NL-HR-2005-AS6015,27
4120,ECLI-NL-CRVB-2005-AS2575,5
4121,ECLI-NL-GHSHE-2003-AN9867,42
4122,ECLI-NL-GHLEE-2002-AE5603,Transport
4123,ECLI-NL-RBUTR-2002-AE4492,Possession
4124,ECLI-NL-RVS-1999-AA9917,67
4125,ECLI-NL-RBROT-2019-3309,13
4126,ECLI-NL-RBNNE-2018-2369,Possession
4127,ECLI-NL-OGEAA-2018-101,Transport
4128,ECLI-NL-RBOVE-2017-3336,44
4129,ECLI-NL-RBDHA-2016-15301,Possession
4130,ECLI-NL-PHR-2006-AX9214,4
4131,ECLI-NL-HR-2006-AX9184,9
4132,ECLI-NL-HR-2003-AF9454,42
4133,ECLI-NL-RBSGR-2003-AF5507,22
4134,ECLI-NL-RBNNE-2017-2947,11
4135,ECLI-NL-RBROT-2021-11018,47
4136,ECLI-NL-RBLIM-2021-5546,Selling
4137,ECLI-NL-RBROT-2021-7899,5
4138,ECLI-NL-RBZWB-2020-3762,56
4139,ECLI-NL-RBOBR-2020-3540,56
4140,ECLI-NL-RBMNE-2020-4820,9
4141,ECLI-NL-PHR-2019-59,42
4142,ECLI-NL-RBOVE-2018-1317,42
4143,ECLI-NL-RBNNE-2018-1445,69
4144,ECLI-NL-RBMNE-2018-1840,54
4145,ECLI-NL-RBZWB-2017-1624,Production
4146,ECLI-NL-RBMNE-2016-5073,42
4147,ECLI-NL-RBGEL-2016-4165,42
